License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
May 31 2020,S142130,Nova,Dog,Whippet,"Terrier, Rat",98106
May 31 2020,8015404,Karma,Dog,Border Collie,,98125
May 31 2020,8018404,Harper,Dog,"Australian Shepherd, Miniature",,98117
May 31 2020,8018405,Mama Ruby,Dog,"Dachshund, Standard Smooth Haired",Mix,98106
May 31 2020,361436,Izzy,Dog,Bichon Frise,Terrier,98108
May 31 2020,S106230,Stella,Dog,"Retriever, Labrador",Border Collie,98103
May 31 2020,216175,Juno,Dog,"Retriever, Labrador",Australian Shepherd,98108
May 31 2020,8018412,Ginger,Dog,"Retriever, Labrador",,98103
May 31 2020,84643,Casey,Dog,Shepherd,,98107
May 31 2020,8018415,ZenZen,Dog,Lhasa Apso,,98109
May 31 2020,S143127,Poppy,Dog,"Australian Shepherd, Miniature",,98105
May 31 2020,142830,Petra,Dog,"Terrier, Silky",,98133
May 31 2020,216591,Petra,Dog,Lhasa Apso,,98115
May 31 2020,279077,Maude,Dog,Australian Shepherd,Mix,98118
May 31 2020,S100458,Sachi,Dog,Shih Tzu,,98118
May 31 2020,8018421,Yuma,Dog,"Poodle, Standard","Retriever, Labrador",98122
May 31 2020,283185,Phoenix Cosette,Dog,"Poodle, Standard",,98133
May 31 2020,8006977,Lola,Dog,Bernese Mountain Dog,,98117
May 31 2020,8008505,Queenie,Dog,"Chihuahua, Short Coat",,98107
June 01 2020,8018424,Petunia,Dog,German Shepherd,Terrier,98103
June 01 2020,8018425,Mia,Dog,"Retriever, Labrador",Rottweiler,98119
June 01 2020,8018427,Lucy,Dog,"Foxhound, American",,98178
June 01 2020,S129094,Gypsy,Dog,"Retriever, Labrador",,98103
June 01 2020,8018428,Buffy,Dog,Australian Shepherd,Mix,98109
June 01 2020,283321,Matilda,Dog,Australian Cattle Dog,,
June 01 2020,8018429,Adelaide,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98125
June 01 2020,8018430,Cat,Dog,Greyhound,,98121
June 01 2020,142668,Dini,Dog,Border Collie,"Retriever, Labrador",98108
June 01 2020,S130045,Kuma,Dog,Border Collie,Terrier,98112
June 01 2020,8018433,Lola,Dog,Ibizan Hound,,98107
June 01 2020,8018434,Daisy,Dog,"Retriever, Labrador","Poodle, Standard",98116
June 01 2020,8018437,Mallory,Dog,Schipperke,,98122
June 01 2020,S131224,Oda Mae Browne,Dog,"Retriever, Labrador",,98126
June 01 2020,8018441,Chayse,Dog,Boxer,"Retriever, Labrador",98103
June 01 2020,S143077,Stella,Dog,Coonhound,,98125
June 01 2020,8018444,CoCo Lynn,Dog,"Poodle, Standard","Retriever, Labrador",98126
June 01 2020,8018448,Clover,Dog,Australian Cattle Dog,Mix,98102
June 01 2020,360563,Jilly,Dog,Great Pyrenees,,98117
June 01 2020,359851,Pebbles,Dog,"Retriever, Labrador",,98126
June 01 2020,8007768,Sadie,Dog,Coonhound,Mix,98108
June 01 2020,8018453,Sophie,Dog,"Retriever, Labrador",Border Collie,98136
June 01 2020,8018456,Lucy,Dog,Retriever,,98144
June 02 2020,8018460,Marvel,Dog,Terrier,Mix,98104
June 02 2020,216564,Bindi,Dog,Whippet,,98118
June 02 2020,8008309,Maddi,Dog,Terrier,Mix,98115
June 02 2020,278260,Sophie,Dog,German Shepherd,Terrier,98102
June 02 2020,S115713,Luna,Dog,"Retriever, Labrador",,98133
June 02 2020,8008484,Lacey,Dog,Border Collie,"Retriever, Labrador",98136
June 02 2020,280620,Bella,Dog,Pug,,98136
June 02 2020,8018463,Atlas,Dog,"Retriever, Labrador","Poodle, Standard",98136
June 02 2020,8018464,Lola,Dog,Basset Hound,,98107
June 02 2020,8018466,Charlie,Dog,"Retriever, Labrador","Retriever, Golden",98119
June 02 2020,8018467,Maggie,Dog,"Retriever, Labrador",Mix,98199
June 02 2020,8018470,Uma,Dog,"Coonhound, Treeing Walker",Mix,98144
June 02 2020,281651,Allie,Dog,"Chihuahua, Short Coat",,98102
June 02 2020,S134597,Isabella,Dog,"Terrier, American Pit Bull",Mix,98112
June 02 2020,8018472,Nova,Dog,Great Dane,,98168
June 02 2020,S147870,Bella,Dog,Shiba Inu,,98103
June 02 2020,282716,Maggie,Dog,"Poodle, Miniature",Mix,98122
June 02 2020,8018479,Padme,Dog,"Retriever, Labrador",,98125
June 02 2020,S131383,Bobbie,Dog,Podenco Canario,,98126
June 03 2020,8008578,Avery,Dog,"Welsh Corgi, Pembroke",,98102
June 03 2020,8018487,Pig,Dog,"Terrier, Boston",,98119
June 03 2020,8018492,Kami,Dog,"Welsh Corgi, Pembroke",,98122
June 03 2020,S144948,Lucy,Dog,"Retriever, Labrador",,98103
June 03 2020,8018494,Kailanie,Dog,Hound,"Mixed Breed, Large (over 44 lbs fully grown)",98136
June 03 2020,S122798,Siri,Dog,"Retriever, Labrador","Retriever, Golden",98107
June 03 2020,8008867,Jazzy Liddy,Dog,Belgian Malinois,,98116
June 03 2020,8018497,Dusty,Dog,American Blue Heeler,Mix,98108
June 03 2020,359586,Lily,Dog,"Chihuahua, Short Coat","Dachshund, Standard Smooth Haired",98115
June 03 2020,216431,Lulu,Dog,German Shepherd,,98108
June 03 2020,357979,Annie,Dog,"Spaniel, American Cocker",,98125
June 03 2020,217587,Madison,Dog,"Chihuahua, Short Coat",,98133
June 03 2020,S108802,Ashley,Dog,Shih Tzu,,98104
June 03 2020,S126977,Buffy,Dog,"Terrier, Yorkshire",Shih Tzu,98104
June 03 2020,S128238,Kima,Dog,"Welsh Corgi, Cardigan",Border Collie,98199
June 03 2020,8018498,Abby,Dog,"Terrier, Bull",,98108
June 03 2020,S148484,Shug,Dog,Terrier,Mix,98122
June 03 2020,8018499,Maia,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",,98121
June 03 2020,8008638,Olive,Dog,Retriever,Mix,98178
June 03 2020,8010360,Kona,Dog,"Retriever, Golden","Poodle, Miniature",98144
June 03 2020,S115050,Little,Dog,"Chihuahua, Short Coat",Mix,98121
June 03 2020,S109609,Emma Roid Feldman,Dog,"Retriever, Golden",,98115
June 03 2020,S152089,Cha Cha,Dog,"Chihuahua, Short Coat",Terrier,98121
June 03 2020,S143883,Bella,Dog,Terrier,"Chihuahua, Short Coat",98116
June 03 2020,S132937,Mia,Dog,Shih Tzu,Maltese,98125
June 03 2020,S143687,Snowy,Dog,Shih Tzu,Mix,98115
June 03 2020,359564,Feta,Dog,Xoloitzcuintli,,98115
June 03 2020,S115247,Lucy,Dog,Icelandic Sheepdog,,98115
June 03 2020,S144872,Talia,Dog,Pekingese,"Poodle, Miniature",98108
June 03 2020,8018503,Osa Bear,Dog,Icelandic Sheepdog,,98115
June 03 2020,731510,Kafi,Dog,"Retriever, Golden",,98112
June 03 2020,8018504,Tootsie,Dog,"Dachshund, Standard Smooth Haired",Terrier,98122
June 03 2020,444374,CoCo,Dog,Pug,"Chihuahua, Short Coat",98101
June 03 2020,8009196,Remi,Dog,"Retriever, Labrador","Coonhound, Treeing Walker",98107
June 03 2020,S131261,Shelby Twighlight,Dog,Havanese,Maltese,98119
June 03 2020,8018508,Socks,Dog,Miniature Pinscher,,98126
June 03 2020,8009128,Prince Callie,Dog,Miniature Pinscher,,98122
June 03 2020,8018509,Ellie,Dog,"Terrier, Pit Bull",Mix,98199
June 03 2020,354340,Daisy,Dog,Pug,,98109
June 03 2020,8009294,Bailey,Dog,Border Collie,Mix,98103
June 03 2020,S132117,Xochi,Dog,"Chihuahua, Short Coat","Dachshund, Standard Smooth Haired",98117
June 03 2020,S145152,Minnow,Dog,"Terrier, Bull","Terrier, American Pit Bull",98178
June 03 2020,8018511,Mecah,Dog,Siberian Husky,,98115
June 03 2020,8018512,Mocha,Dog,Siberian Husky,,98115
June 03 2020,8018514,Luna Blue,Dog,Keeshond,,98107
June 03 2020,S144693,Katie,Dog,"Schnauzer, Miniature",,98117
June 03 2020,8018518,Jax,Dog,"Chihuahua, Short Coat","Poodle, Toy",98101
June 03 2020,356950,Mimi,Dog,"Terrier, Yorkshire",,98177
June 03 2020,S131683,Karee,Dog,"Chihuahua, Short Coat",,98118
June 03 2020,8018519,Paxi,Dog,"Poodle, Standard","Retriever, Labrador",98105
June 03 2020,8018521,Becca,Dog,"Retriever, Labrador",,98105
June 03 2020,359038,Maggie,Dog,German Shepherd,Mix,98199
June 03 2020,S144051,Fiona,Dog,"Terrier, Pit Bull","Terrier, Pit Bull",98103
June 03 2020,S148489,Isabella (Izzy),Dog,Havanese,,98126
June 03 2020,S148490,Camille/Cami,Dog,Havanese,,98126
June 03 2020,S115829,Bella,Dog,Pug,Australian Shepherd,98199
June 03 2020,S143682,Blaze,Dog,"Retriever, Labrador",Mix,98121
June 04 2020,8018523,Luna,Dog,Plott Hound,"Retriever, Labrador",98109
June 04 2020,284961,Zoey,Dog,Basenji,"Collie, Smooth",98118
June 04 2020,S101657,Belle,Dog,"Chihuahua, Short Coat",Whippet,98115
June 04 2020,276465,River,Dog,"Terrier, Border",,98177
June 04 2020,8009307,Rosie,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98106
June 04 2020,8009243,Jodi,Dog,"Retriever, Golden",,98105
June 04 2020,8009242,Moose,Dog,"Retriever, Golden",,98105
June 04 2020,S115839,Chloe,Dog,"Poodle, Miniature",,98133
June 04 2020,358100,Skye,Dog,Border Collie,,98103
June 04 2020,S151483,Nelli,Dog,"Retriever, Labrador","Poodle, Standard",98105
June 04 2020,8018528,Brisa,Dog,"Bulldog, American",,98115
June 04 2020,S149350,Daisy,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98107
June 04 2020,S145157,Ursa,Dog,Bernese Mountain Dog,"Poodle, Standard",98107
June 04 2020,S148443,Cricket,Dog,"Retriever, Labrador",,98119
June 04 2020,S116481,Teri,Dog,"Terrier, Fox, Wire","Chihuahua, Short Coat",98115
June 04 2020,S131416,Lucinda,Dog,Portuguese Water Dog,,98109
June 04 2020,8018536,Sakura,Dog,"Chihuahua, Short Coat",Terrier,98146
June 04 2020,8008716,Kylie,Dog,Siberian Husky,Mix,98102
June 04 2020,8009330,Zuza (Samara),Dog,German Shepherd,,98102
June 04 2020,S154736,Poppy,Dog,"Poodle, Standard","Retriever, Labrador",98109
June 04 2020,359385,Mia,Dog,Briard,,98119
June 04 2020,8018539,Ms. Dorothy,Dog,"Poodle, Miniature",Lhasa Apso,98106
June 04 2020,S144077,Fiona,Dog,"Schnauzer, Standard","Poodle, Miniature",98107
June 04 2020,S117484,Poppy,Dog,"Spaniel, American Cocker",Mix,98119
June 04 2020,359428,Mila,Dog,"Spaniel, Cavalier King Charles","Poodle, Miniature",98199
June 04 2020,731450,Tallula,Dog,"Retriever, Labrador","Poodle, Miniature",98118
June 04 2020,8018541,Rumi,Dog,"Retriever, Labrador",,98116
June 04 2020,8018542,Mia,Dog,German Shepherd,,98105
June 04 2020,S144943,Mia,Dog,German Shepherd,,98105
June 04 2020,S144374,Prika,Dog,"Vizsla, Smooth Haired",,98118
June 04 2020,S144375,Zoe,Dog,Pug,,98118
June 04 2020,S154741,Lola,Dog,"Chihuahua, Short Coat",,98105
June 04 2020,8018543,Lola,Dog,Mix,Mix,98115
June 04 2020,S116100,Jane Boston,Dog,"Terrier, Boston",,98133
June 04 2020,8008624,Kaycie,Dog,Border Collie,Mix,98107
June 04 2020,8018546,Bug,Dog,"Chihuahua, Short Coat",Mix,98118
June 04 2020,8018547,Edie,Dog,"Retriever, Labrador",,98122
June 04 2020,8009042,Molly,Dog,"Terrier, American Staffordshire",Mix,98116
June 04 2020,8018548,Belle,Dog,"Retriever, Labrador",,98122
June 04 2020,S144673,Sofie,Dog,"Retriever, Labrador",,98115
June 04 2020,S115980,Charlie,Dog,Maltese,Mix,98133
June 04 2020,S145220,Zhaan,Dog,Greyhound,,98103
June 04 2020,8018555,Layla,Dog,Siberian Husky,,98107
June 04 2020,8018557,Tayvee,Dog,Siberian Husky,,98107
June 04 2020,8018561,Luna,Dog,"Poodle, Toy",,80207
June 04 2020,8018562,Miss B,Dog,Pomeranian,,98106
June 05 2020,S144910,Totchess,Dog,Bichon Frise,,98126
June 05 2020,S144775,Sadie,Dog,Shiba Inu,"Retriever, Labrador",98121
June 05 2020,8018566,Tilly,Dog,Maltese,"Poodle, Toy",98199
June 05 2020,S133229,Ellie,Dog,"Welsh Corgi, Pembroke",,98109
June 05 2020,358099,Lily,Dog,"Terrier, American Pit Bull",,98112
June 05 2020,8008719,Pepper,Dog,"Terrier, American Staffordshire",Mix,98109
June 05 2020,S145408,Quinn,Dog,"Terrier, Soft Coated Wheaten",,98125
June 05 2020,8008986,Roo,Dog,"Retriever, Nova Scotia Duck Tolling",,98109
June 05 2020,8018568,Hazel,Dog,"Terrier, Lakeland",,98199
June 05 2020,S133170,Clio,Dog,"Retriever, Labrador",Mix,98103
June 05 2020,8002079,Zoey,Dog,Terrier,Weimaraner,98107
June 05 2020,S145786,Hailey,Dog,"Retriever, Labrador","Poodle, Standard",98115
June 05 2020,8018571,Salem,Dog,"Terrier, Soft Coated Wheaten",,98115
June 05 2020,S132214,Gracie Mansion,Dog,Terrier,,98125
June 05 2020,356227,Minnie,Dog,Pug,,98136
June 05 2020,8018573,Rita,Dog,"Terrier, Rat",,98144
June 05 2020,359556,Mandy,Dog,Hound,"Retriever, Labrador",98115
June 05 2020,8018576,Scarlet,Dog,German Shepherd,Mix,98115
June 05 2020,8018578,Garbo,Dog,Shih Tzu,,98136
June 05 2020,S154156,Charlotte,Dog,"Spaniel, Cavalier King Charles",Mix,98101
June 05 2020,359159,Kira,Dog,"Retriever, Labrador","Poodle, Miniature",98136
June 05 2020,8018584,Halley,Dog,"Australian Shepherd, Miniature",,98144
June 05 2020,8018589,Sasha,Dog,"Terrier, Yorkshire",,98117
June 05 2020,8018590,Ellie,Dog,Border Collie,"Retriever, Labrador",98117
June 05 2020,8018593,Princess,Dog,Terrier,Mix,98108
June 05 2020,8008575,Sylvanas,Dog,"Poodle, Standard",Lacy,98118
June 05 2020,8018594,Amy,Dog,"Chihuahua, Short Coat",Terrier,98125
June 05 2020,8018597,Wednesday,Dog,Pug,,98116
June 05 2020,S116761,Phoebe,Dog,"Terrier, Boston",,98117
June 05 2020,357399,Nemo,Dog,Xoloitzcuintli,,98118
June 05 2020,8018600,Juniper,Dog,Border Collie,,98103
June 06 2020,8018602,Liv,Dog,Siberian Husky,Mix,98115
June 06 2020,356290,Naomi,Dog,German Shepherd,,98117
June 06 2020,S143804,Hayley,Dog,"Spaniel, English Springer",,98125
June 06 2020,S144210,Bayley,Dog,"Spaniel, English Springer",,98125
June 06 2020,S145129,Latte,Dog,Bichon Frise,"Spaniel, Cavalier King Charles",98116
June 06 2020,8018606,Luna,Dog,"Terrier, American Staffordshire",German Shepherd,98103
June 06 2020,8008563,Lola,Dog,Boxer,Mix,98107
June 06 2020,S115097,Calla Lily,Dog,Havanese,"Poodle, Miniature",98125
June 06 2020,8008943,Tanjoubi,Dog,"Terrier, Boston",,98105
June 06 2020,357536,Starla,Dog,"Spaniel, American Cocker","Poodle, Miniature",98119
June 06 2020,8008686,Mamacita,Dog,"Terrier, Pit Bull",,98118
June 06 2020,S147464,Nisse,Dog,"Chihuahua, Long Coat","Poodle, Miniature",98118
June 06 2020,8018611,June,Dog,"Retriever, Golden","Poodle, Standard",98177
June 06 2020,357339,Peggy Tzu,Dog,Pug,,98103
June 06 2020,S115491,Yolanda,Dog,Lhasa Apso,,98103
June 06 2020,136914,Luna,Dog,"Bulldog, French",,98199
June 06 2020,S144095,Clementine,Dog,"Poodle, Standard","Retriever, Golden",98117
June 06 2020,S154160,Panda,Dog,Alaskan Malamute,Mix,98126
June 06 2020,8018617,Sandwiches,Dog,"Retriever, Golden",,98125
June 06 2020,8008922,Winnie,Dog,"Spaniel, English Springer",Mix,98101
June 06 2020,8018619,Blue,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98136
June 06 2020,S144020,Mesa,Dog,Mix,,98136
June 06 2020,8018621,Jessie,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98103
June 06 2020,S133103,Cookie,Dog,"Chihuahua, Short Coat","Terrier, Rat",98199
June 06 2020,S115383,Goldie,Dog,"Poodle, Standard","Retriever, Golden",98118
June 06 2020,8018628,Laverne,Dog,Border Collie,Mix,98118
June 06 2020,8018630,Millie,Dog,Terrier,Mix,98119
June 06 2020,8018631,Lily,Dog,"Poodle, Miniature","Spaniel, Cavalier King Charles",98126
June 06 2020,S115329,Ginger,Dog,Terrier,Mix,98118
June 07 2020,351980,Allii,Dog,"Chihuahua, Long Coat",,98117
June 07 2020,282334,Cha Cha,Dog,"Chihuahua, Short Coat",Mix,98178
June 07 2020,282908,Sally,Dog,Shih Tzu,,98136
June 07 2020,137273,Belle,Dog,"Chihuahua, Short Coat",,98122
June 07 2020,137265,Barkley,Dog,"Chihuahua, Short Coat",,98122
June 07 2020,S144766,Sara,Dog,Boxer,,98125
June 07 2020,S133136,Lola,Dog,German Shepherd,,98105
June 07 2020,343885,Stella,Dog,"Retriever, Labrador",Mix,98146
June 07 2020,S142829,Buttercup,Dog,"Chihuahua, Short Coat",Italian Greyhound,98107
June 07 2020,S144913,Ginger,Dog,Lhasa Apso,,98102
June 07 2020,S148493,Pepper,Dog,"Retriever, Golden","Poodle, Miniature",98122
June 07 2020,8018637,Bailey,Dog,Siberian Husky,Mix,98117
June 07 2020,8008778,Nico,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)","Collie, Smooth",98125
June 07 2020,S144401,Lillie,Dog,"Spaniel, Cavalier King Charles",,98116
June 07 2020,S142495,Maisie,Dog,"Dachshund, Standard Smooth Haired",,98116
June 07 2020,S142494,Agnes,Dog,"Dachshund, Miniature Smooth Haired",,98116
June 07 2020,359136,Nala,Dog,"Retriever, Labrador",,98115
June 07 2020,S144726,Izzie,Dog,English Shepherd,,98112
June 07 2020,S149436,Sasha,Dog,"Chihuahua, Long Coat","Mixed Breed, Medium (up to 44 lbs fully grown)",98198
June 07 2020,8008750,Kira,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98107
June 07 2020,8018642,Fiona,Dog,"Terrier, West Highland White",Mix,98117
June 07 2020,8018645,Dakota,Dog,Siberian Husky,Norwegian Elkhound,98119
June 07 2020,S141148,Pinto,Dog,Bullmastiff,,98112
June 07 2020,8018647,Cava,Dog,Portuguese Water Dog,,98117
June 07 2020,8006821,Bridger,Dog,Rottweiler,,98199
June 07 2020,8004156,Maddy,Dog,Rottweiler,,98199
June 07 2020,8004154,Kate,Dog,"Pointer, German Wirehaired",,98199
June 07 2020,8018650,Olive,Dog,Beagle,,98115
June 07 2020,8018651,Blu,Dog,Terrier,Mix,98103
June 07 2020,S132016,Lucy Goose,Dog,"Terrier, American Staffordshire",Boxer,98133
June 08 2020,S133905,Izzy,Dog,Australian Shepherd,,98103
June 08 2020,8008881,River,Dog,"Retriever, Labrador",Mix,98104
June 08 2020,S144382,Kylie,Dog,"Schnauzer, Miniature","Terrier, Silky",98107
June 08 2020,8018654,Buttercup,Dog,"Bulldog, French",Mix,98144
June 08 2020,S116437,Daisy,Dog,"Griffon, Wirehaired Pointing",,98136
June 08 2020,S114426,Olga,Dog,"Retriever, Labrador",,98119
June 08 2020,S117545,Clary Sage,Dog,"Chihuahua, Short Coat",Mix,98107
June 08 2020,8008066,Nala Bell,Dog,"Chihuahua, Short Coat",Papillon,98133
June 08 2020,352610,Dizzle,Dog,Pomeranian,Pug,98144
June 08 2020,8018655,Bryn,Dog,Great Dane,,98125
June 08 2020,8018656,Asia,Dog,Great Dane,,98125
June 08 2020,8018657,Ruby,Dog,Great Dane,,98125
June 08 2020,8008795,Maggie,Dog,"Terrier, Soft Coated Wheaten",,98146
June 08 2020,S141966,Gabriella,Dog,Spinone Italiano,,98177
June 08 2020,S144042,Geordi,Dog,Retriever,"Poodle, Miniature",98125
June 08 2020,340740,Kali,Dog,"Spaniel, American Cocker","Poodle, Miniature",98117
June 08 2020,8018661,Scout,Dog,Rhodesian Ridgeback,,98199
June 08 2020,S131363,Graysie,Dog,"Australian Shepherd, Miniature","Poodle, Miniature",98199
June 08 2020,S144734,Sasha,Dog,"Terrier, Cairn","Terrier, Border",98105
June 08 2020,729723,Daphne,Dog,Terrier,"Chihuahua, Short Coat",98115
June 08 2020,357722,Bess,Dog,"Retriever, Labrador","Terrier, American Pit Bull",98103
June 08 2020,8018667,Ela,Dog,Siberian Husky,,98199
June 08 2020,S145326,Millie,Dog,Pointer,"Retriever, Labrador",98115
June 08 2020,8009084,Kiara,Dog,Hound,Mix,98036
June 08 2020,S116269,Riley,Dog,"Retriever, Labrador",,98144
June 08 2020,8018669,Ailsa,Dog,"Retriever, Golden",,98103
June 08 2020,8018670,Pelusa,Dog,"Retriever, Labrador",Mix,98133
June 08 2020,S142000,Abby,Dog,German Shepherd,Mix,98133
June 08 2020,8018674,Orla,Dog,"Terrier, Boston",,98101
June 08 2020,S144907,Wednesday,Dog,Australian Shepherd,,98117
June 08 2020,S109509,Sadie,Dog,"Terrier, Boston",,98146
June 08 2020,S116827,Sable,Dog,Greyhound,,98101
June 08 2020,8018679,Roxy,Dog,Basenji,Mix,98107
June 08 2020,360442,Lola,Dog,Maltese,Terrier,98119
June 08 2020,358815,Cookie,Dog,Bichon Frise,,98105
June 08 2020,348707,Maggie,Dog,"Retriever, Golden",,98112
June 08 2020,8008855,Rooney,Dog,Retriever,Beagle,98103
June 08 2020,S144651,Sig,Dog,Dutch Shepherd,German Shepherd,98125
June 08 2020,S116671,LunaDia,Dog,Portuguese Water Dog,,98105
June 08 2020,8004665,Sasha,Dog,"Bulldog, French","Spaniel, Cavalier King Charles",98199
June 08 2020,8018683,Megan,Dog,"Chihuahua, Short Coat",Mix,98101
June 08 2020,8018684,Jessie,Dog,"Chihuahua, Short Coat",Mix,98101
June 08 2020,8018685,Layla,Dog,Portuguese Water Dog,Mix,98105
June 08 2020,8018688,Honey,Dog,Retriever,Mix,98103
June 09 2020,S149015,Hailey,Dog,Havanese,,98136
June 09 2020,8018691,Lucy,Dog,"Poodle, Miniature",American Eskimo,98109
June 09 2020,8018693,Pepper,Dog,Shepherd,Mix,98136
June 09 2020,8018698,Izzy,Dog,Great Dane,Mix,98122
June 09 2020,S151426,Queenie,Dog,"Chihuahua, Short Coat",Mix,98117
June 09 2020,358979,Bailey Brown Dog,Dog,"Retriever, Labrador",,98199
June 09 2020,S152805,Penny,Dog,"Chihuahua, Short Coat",Mix,98117
June 09 2020,S131253,Maggie,Dog,Old English Sheepdog,"Poodle, Standard",98177
June 09 2020,S149005,Ell,Dog,"Retriever, Golden",Mix,98126
June 09 2020,354755,Josie,Dog,Terrier,Border Collie,98117
June 09 2020,S131620,Taylor,Dog,"Spaniel, American Cocker",,98199
June 09 2020,8008098,Georgia,Dog,"Terrier, Yorkshire","Poodle, Toy",98112
June 09 2020,S149006,Rosie,Dog,"Spaniel, American Cocker",Lhasa Apso,98126
June 09 2020,S125620,Jovi,Dog,Australian Shepherd,,98177
June 09 2020,S115868,Pansy,Dog,Havanese,"Poodle, Miniature",98136
June 09 2020,S132014,Princess Leia,Dog,"Terrier, Rat","Chihuahua, Short Coat",98177
June 09 2020,S149008,Izzy,Dog,"Terrier, American Pit Bull",Mix,98115
June 09 2020,283311,Blue,Dog,Australian Shepherd,,98117
June 09 2020,8007357,Sydney,Dog,Australian Shepherd,Mix,98112
June 09 2020,358650,Kona,Dog,Australian Shepherd,Mix,98108
June 09 2020,S117108,Honey-Bea,Dog,"Spaniel, Cavalier King Charles",,98133
June 09 2020,8009309,Beebe,Dog,"Australian Shepherd, Miniature",,98136
June 09 2020,S133150,Chloe,Dog,Basenji,Australian Cattle Dog,98103
June 09 2020,8018713,Petunia,Dog,"Chihuahua, Short Coat",Mix,98125
June 09 2020,8018714,Charm,Dog,"Chihuahua, Short Coat","Dachshund, Miniature Smooth Haired",98118
June 09 2020,8018716,Chihiro,Dog,Dutch Shepherd,Mix,98144
June 09 2020,S110021,Mopsie,Dog,"Poodle, Toy",,98115
June 09 2020,S149011,Cloudy,Dog,"Griffon, Wirehaired Pointing",Great Pyrenees,98112
June 09 2020,8009044,Daisy,Dog,"Retriever, Labrador","Poodle, Standard",98118
June 09 2020,S132263,Sing,Dog,"Terrier, West Highland White","Chihuahua, Short Coat",98121
June 09 2020,8018720,Halfpint,Dog,Border Collie,Mix,98115
June 09 2020,S150552,Tova,Dog,"Retriever, Golden",,98103
June 09 2020,S144622,Lyla,Dog,"Retriever, Labrador",Great Dane,98144
June 09 2020,731492,Clover,Dog,"Collie, Rough",,98117
June 09 2020,8018725,Bean,Dog,"Retriever, Golden","Poodle, Miniature",98144
June 10 2020,8018728,Sophie,Dog,"Retriever, Golden",,98119
June 10 2020,8018730,Molly,Dog,"Bulldog, French","Chihuahua, Short Coat",98105
June 10 2020,8018731,Zoe,Dog,"Retriever, Labrador","Mixed Breed, Medium (up to 44 lbs fully grown)",98105
June 10 2020,359141,Zea,Dog,"Terrier, Yorkshire",,98106
June 10 2020,8018733,Lola,Dog,"Terrier, Staffordshire Bull","Retriever, Labrador",98103
June 10 2020,S145217,Stacy,Dog,Terrier,Basenji,98106
June 10 2020,8008696,Lucy,Dog,Terrier,,98121
June 10 2020,8018734,Sunny,Dog,"Poodle, Standard",,98112
June 10 2020,283817,Sadie,Dog,"Terrier, Rat",Papillon,98102
June 10 2020,30372,Lucy,Dog,"Retriever, Labrador",,98115
June 10 2020,S142052,Jill,Dog,German Shepherd,Mix,98109
June 10 2020,S109604,Otter,Dog,Shih Tzu,"Poodle, Miniature",98112
June 10 2020,360569,Copie,Dog,"Spaniel, Cavalier King Charles","Poodle, Miniature",98121
June 10 2020,8018741,Boudica,Dog,Catahoula Leopard dog,Mix,98119
June 10 2020,8018743,Millie,Dog,Terrier,Mix,98118
June 10 2020,8007318,Canela,Dog,"Terrier, Staffordshire Bull",Mix,98125
June 10 2020,355204,Meg,Dog,"Retriever, Labrador",,98126
June 10 2020,8018744,Frida,Dog,Siberian Husky,Mix,98105
June 10 2020,8018746,Bella,Dog,"Retriever, Labrador",Mix,98113
June 10 2020,8018747,Ginger,Dog,German Shepherd,Mix,98126
June 10 2020,359063,Barca,Dog,"Retriever, Golden",,98117
June 10 2020,S144495,Salies,Dog,Australian Shepherd,,98103
June 10 2020,8018748,Jewel,Dog,"Terrier, Rat",Mix,98144
June 10 2020,8018749,Daisy,Dog,"Retriever, Labrador",,98105
June 10 2020,S152094,Mula,Dog,"Chihuahua, Short Coat",Mix,98121
June 10 2020,8018750,Billie,Dog,Australian Cattle Dog,Mix,98103
June 10 2020,8018755,Winnie,Dog,"Retriever, Labrador",,98117
June 10 2020,731465,Billie,Dog,Australian Shepherd,,98118
June 10 2020,358954,Roxy,Dog,Bernese Mountain Dog,,98117
June 10 2020,8018758,Keely,Dog,Mix,Mix,98118
June 11 2020,S149016,Scout,Dog,Australian Shepherd,,98144
June 11 2020,8018768,Ripley,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98103
June 11 2020,S131282,Lilly,Dog,Hound,Mix,98125
June 11 2020,S153538,Zoe,Dog,"Terrier, American Pit Bull",Mix,98122
June 11 2020,S116977,Wren,Dog,Australian Cattle Dog,Mix,98136
June 11 2020,S126575,Mandy,Dog,"Terrier, Yorkshire",Mix,98177
June 11 2020,S145396,Nellie,Dog,"Retriever, Golden",,98136
June 11 2020,S144662,Emily,Dog,Mix,,98103
June 11 2020,S154746,Sophie,Dog,"Spaniel, American Cocker",,98115
June 11 2020,8018774,Ginger,Dog,"Retriever, Labrador",Mix,98109
June 11 2020,S143500,MJ,Dog,"Terrier, American Pit Bull",Mix,98133
